"MODE,FREQUENCY,PERIOD,PARTIC.FACTOR,RATIO,EFFECTIVE MASS,MASS FRACTION,TO TOTAL MASS"
"1,0.00000,0.0000,0.73654E-01,0.277626,0.542494E-02,0.518536E-01,0.518536E-01"
"326,1529.97,0.65361E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"327,1530.99,0.65317E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"328,1544.96,0.64726E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"329,1560.71,0.64073E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"330,1562.68,0.63993E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"331,1564.92,0.63901E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"332,1575.70,0.63464E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"333,1585.41,0.63075E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"334,1595.96,0.62658E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"335,1597.56,0.62596E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"336,1603.77,0.62353E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"337,1613.49,0.61978E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"338,1627.40,0.61448E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"339,1638.91,0.61016E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"340,1646.32,0.60742E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"341,1654.34,0.60447E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"342,1661.43,0.60189E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"343,1664.75,0.60069E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"344,1666.85,0.59994E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"345,1679.78,0.59532E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"346,1681.52,0.59470E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"347,1691.26,0.59127E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"348,1698.70,0.58869E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"349,1701.28,0.58779E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"350,1704.10,0.58682E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"351,1706.17,0.58611E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"352,1710.22,0.58472E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"353,1718.66,0.58185E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"354,1723.31,0.58028E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"355,1732.41,0.57723E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"356,1736.54,0.57586E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"357,1750.01,0.57143E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"358,1757.23,0.56908E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"359,1766.22,0.56618E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"360,1769.31,0.56519E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"361,1781.74,0.56125E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"362,1794.26,0.55733E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"363,1799.67,0.55566E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"364,1808.37,0.55299E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"365,1817.42,0.55023E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"366,1823.20,0.54849E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"367,1824.50,0.54810E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"368,1835.23,0.54489E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"369,1846.51,0.54156E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"370,1853.51,0.53952E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"371,1857.62,0.53832E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"372,1861.77,0.53712E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"373,1869.18,0.53499E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"374,1871.19,0.53442E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"375,1879.76,0.53198E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"376,1882.43,0.53123E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"377,1884.86,0.53054E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"378,1888.40,0.52955E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"379,1896.90,0.52718E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"380,1906.47,0.52453E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"381,1908.15,0.52407E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"382,1913.34,0.52265E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"383,1917.65,0.52147E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"384,1923.63,0.51985E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"385,1927.00,0.51894E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"386,1941.30,0.51512E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"387,1949.38,0.51298E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"388,1950.29,0.51274E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"389,1959.62,0.51030E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"390,1970.95,0.50737E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"391,1973.19,0.50679E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"392,1981.19,0.50475E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"393,1987.42,0.50317E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"394,1990.45,0.50240E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"395,1993.98,0.50151E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"396,2004.49,0.49888E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"397,2017.92,0.49556E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"398,2023.69,0.49415E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"399,2035.23,0.49134E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"400,2039.23,0.49038E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"401,2044.73,0.48906E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"402,2062.24,0.48491E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"403,2068.05,0.48355E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"404,2076.91,0.48148E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"405,2083.48,0.47997E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"406,2097.53,0.47675E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"407,2106.15,0.47480E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"408,2107.88,0.47441E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"409,2118.80,0.47196E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"410,2123.61,0.47090E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"411,2127.99,0.46993E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"412,2137.19,0.46790E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"413,2141.01,0.46707E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"414,2151.34,0.46483E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"415,2158.35,0.46332E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"416,2170.43,0.46074E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"417,2190.75,0.45646E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"418,2198.86,0.45478E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"419,2206.87,0.45313E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"420,2211.11,0.45226E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"421,2214.90,0.45149E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"422,2219.05,0.45064E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"423,2232.00,0.44803E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"424,2237.28,0.44697E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"425,2249.91,0.44446E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"426,2258.92,0.44269E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"427,2274.08,0.43974E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"428,2282.25,0.43816E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"429,2293.44,0.43603E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"430,2294.75,0.43578E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"431,2300.13,0.43476E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"432,2303.01,0.43421E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"433,2308.74,0.43314E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"434,2322.60,0.43055E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"435,2323.70,0.43035E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"436,2332.63,0.42870E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"437,2334.37,0.42838E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"438,2334.96,0.42827E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"439,2336.63,0.42797E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"440,2343.12,0.42678E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"441,2345.97,0.42626E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"442,2348.74,0.42576E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"443,2353.59,0.42488E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"444,2359.34,0.42385E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"445,2379.08,0.42033E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"446,2385.68,0.41917E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"447,2388.56,0.41866E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"448,2399.13,0.41682E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"449,2412.30,0.41454E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"450,2419.70,0.41327E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"451,2426.78,0.41207E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"452,2430.65,0.41141E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"453,2434.82,0.41071E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"454,2448.51,0.40841E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"455,2452.37,0.40777E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"456,2457.85,0.40686E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"457,2469.44,0.40495E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"458,2474.82,0.40407E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"459,2478.19,0.40352E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"460,2479.63,0.40329E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"461,2484.19,0.40255E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"462,2485.40,0.40235E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"463,2489.63,0.40167E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"464,2492.40,0.40122E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"465,2498.02,0.40032E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"466,2502.15,0.39966E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"467,2508.52,0.39864E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"468,2518.16,0.39712E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"469,2522.88,0.39637E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"470,2532.60,0.39485E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"471,2534.94,0.39449E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"472,2548.80,0.39234E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"473,2555.00,0.39139E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"474,2558.75,0.39082E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"475,2575.79,0.38823E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"476,2586.73,0.38659E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"477,2594.30,0.38546E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"478,2597.56,0.38498E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"479,2608.02,0.38343E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"480,2617.02,0.38211E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"481,2624.82,0.38098E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"482,2630.56,0.38015E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"483,2636.35,0.37931E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"484,2642.34,0.37845E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"485,2654.60,0.37670E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"486,2660.94,0.37581E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"487,2675.14,0.37381E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"488,2676.28,0.37365E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"489,2685.65,0.37235E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"490,2688.72,0.37192E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"491,2710.53,0.36893E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"492,2713.88,0.36848E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"493,2724.33,0.36706E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"494,2736.08,0.36549E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"495,2754.22,0.36308E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"496,2765.68,0.36157E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"497,2773.00,0.36062E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"498,2777.11,0.36009E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"499,2778.07,0.35996E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"500,2785.28,0.35903E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"501,2786.58,0.35886E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"502,2796.81,0.35755E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"503,2798.54,0.35733E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"504,2802.68,0.35680E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"505,2808.07,0.35612E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"506,2811.76,0.35565E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"507,2818.55,0.35479E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"508,2825.48,0.35392E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"509,2828.56,0.35354E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"510,2830.33,0.35332E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"511,2837.18,0.35246E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"512,2841.35,0.35195E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"513,2844.15,0.35160E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"514,2848.53,0.35106E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"515,2854.56,0.35032E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"516,2860.52,0.34959E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"517,2869.56,0.34849E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"518,2870.05,0.34843E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"519,2873.16,0.34805E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"520,2883.51,0.34680E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"521,2885.70,0.34654E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"522,2892.84,0.34568E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"523,2901.00,0.34471E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"524,2907.76,0.34391E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"525,2914.06,0.34316E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"526,2926.90,0.34166E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"527,2932.12,0.34105E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"528,2941.69,0.33994E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"529,2956.72,0.33821E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"530,2960.46,0.33778E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"531,2972.43,0.33643E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"532,2979.17,0.33566E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"533,2992.95,0.33412E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"534,2998.76,0.33347E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"535,3003.91,0.33290E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"536,3019.78,0.33115E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"537,3023.73,0.33072E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"538,3027.10,0.33035E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"539,3034.83,0.32951E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"540,3044.19,0.32849E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"541,3045.51,0.32835E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"542,3058.33,0.32698E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"543,3064.32,0.32634E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"544,3068.23,0.32592E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"545,3076.07,0.32509E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"546,3091.74,0.32344E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"547,3093.44,0.32327E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"548,3100.51,0.32253E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"549,3106.93,0.32186E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"550,3123.75,0.32013E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"551,3129.62,0.31953E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"552,3137.50,0.31873E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"553,3151.45,0.31731E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"554,3175.40,0.31492E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"555,3180.84,0.31438E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"556,3184.83,0.31399E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"557,3201.14,0.31239E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"558,3221.91,0.31038E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"559,3239.11,0.30873E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"560,3260.58,0.30669E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"561,3266.04,0.30618E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"562,3267.34,0.30606E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"563,3273.43,0.30549E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"564,3278.55,0.30501E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"565,3282.64,0.30463E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"566,3291.13,0.30385E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"567,3312.98,0.30184E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"568,3317.30,0.30145E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"569,3324.22,0.30082E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"570,3330.20,0.30028E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"571,3332.10,0.30011E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"572,3352.32,0.29830E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"573,3353.84,0.29817E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"574,3374.57,0.29633E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"575,3393.43,0.29469E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"576,3401.72,0.29397E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"577,3426.70,0.29183E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"578,3430.12,0.29154E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"579,3438.95,0.29079E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"580,3445.21,0.29026E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"581,3445.50,0.29023E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"582,3458.97,0.28910E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"583,3459.24,0.28908E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"584,3472.42,0.28798E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"585,3477.37,0.28757E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"586,3488.78,0.28663E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"587,3496.64,0.28599E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"588,3499.45,0.28576E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"589,3500.83,0.28565E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"590,3522.25,0.28391E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"591,3530.34,0.28326E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"592,3532.43,0.28309E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"593,3537.77,0.28266E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"594,3544.90,0.28210E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"595,3555.56,0.28125E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"596,3556.68,0.28116E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"597,3561.43,0.28079E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"598,3565.65,0.28045E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"599,3576.64,0.27959E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"600,3582.03,0.27917E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"601,3586.60,0.27882E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"602,3596.04,0.27808E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"603,3606.84,0.27725E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"604,3610.66,0.27696E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"605,3634.25,0.27516E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"606,3640.70,0.27467E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"607,3651.99,0.27382E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"608,3659.26,0.27328E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"609,3664.78,0.27287E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"610,3689.15,0.27107E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"611,3691.36,0.27090E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"612,3696.82,0.27050E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"613,3710.60,0.26950E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"614,3723.62,0.26856E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"615,3730.79,0.26804E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"616,3735.13,0.26773E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"617,3739.97,0.26738E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"618,3742.33,0.26721E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"619,3756.62,0.26620E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"620,3764.25,0.26566E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"621,3766.20,0.26552E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"622,3773.98,0.26497E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"623,3782.31,0.26439E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"624,3784.32,0.26425E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"625,3789.53,0.26389E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"626,3798.00,0.26330E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"627,3802.32,0.26300E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"628,3810.85,0.26241E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"629,3816.31,0.26203E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"630,3822.87,0.26158E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"631,3842.71,0.26023E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"632,3846.94,0.25995E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"633,3852.51,0.25957E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"634,3867.32,0.25858E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"635,3871.89,0.25827E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"636,3875.94,0.25800E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"637,3892.19,0.25692E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"638,3901.68,0.25630E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"639,3928.68,0.25454E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"640,3935.46,0.25410E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"641,3942.25,0.25366E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"642,3964.49,0.25224E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"643,3965.02,0.25221E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"644,3975.91,0.25151E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"645,3983.04,0.25106E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"646,3985.78,0.25089E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"647,3996.75,0.25020E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
